Algoritmo,Python,Go
NaivOnArray,0.002494000000297092,0.0
NaivLoopUnrollingTwo,0.0016066999960457906,0.0
NaivLoopUnrollingFour,0.0015463999880012125,0.0
WinogradOriginal,0.002657099990756251,0.0
WinogradScaled,0.005315900009009056,0.0
StrassenNaiv,0.006565999996382743,0.000541
III.3 Sequential Block,0.0024116999993566424,0.0
IV.3 Sequential Block,0.0022831999958725646,0.0
V.3 Sequential Block,0.0022652000043308362,0.0
V.4 Parallel Block,2.7600006433203816e-05,0.000548
