Algoritmo,Python,Go
NaivOnArray,0.0002965000021504238,0.0
NaivLoopUnrollingTwo,0.00019379999866941944,0.0
NaivLoopUnrollingFour,0.0002043999993475154,0.0
WinogradOriginal,0.00031149999995250255,0.0
WinogradScaled,0.0006823999938205816,0.0
StrassenNaiv,0.0009049000000231899,0.000174
III.3 Sequential Block,0.0002953000002889894,0.0
IV.3 Sequential Block,0.0003003000019816682,0.0
V.3 Sequential Block,0.00030110000079730526,0.0
V.4 Parallel Block,1.610000617802143e-05,0.0
