Algoritmo,Python,Go
NaivOnArray,1.2745391999997082,0.015103
NaivLoopUnrollingTwo,0.7666403000039281,0.0
NaivLoopUnrollingFour,0.7421327999982168,0.005108
WinogradOriginal,1.1372499999997672,0.0
WinogradScaled,2.7099142000006395,0.0
StrassenNaiv,2.681407999996736,0.380163
III.3 Sequential Block,1.3208464999988792,0.005532
IV.3 Sequential Block,1.3335267000002204,0.003525
V.3 Sequential Block,1.4396441999997478,0.001749
V.4 Parallel Block,1.3804877000002307,0.003226
