Algoritmo,Python,Go
NaivOnArray,10.203439100005198,0.031463
NaivLoopUnrollingTwo,6.418852999995579,0.02032
NaivLoopUnrollingFour,6.316367999999784,0.030857
WinogradOriginal,9.211317200002668,0.0
WinogradScaled,19.902128900001117,0.026027
StrassenNaiv,16.87389930000063,2.10614
III.3 Sequential Block,10.1969861999969,0.025316
IV.3 Sequential Block,10.366400099999737,0.025734
V.3 Sequential Block,10.357725000001665,0.019207
V.4 Parallel Block,11.123138399998425,0.020753
