Algoritmo,Tiempo en segundos
NaivOnArray,0.00032560000545345247,8
NaivLoopUnrollingTwo,0.00021329999435693026,8
NaivLoopUnrollingFour,0.0002074999938486144,8
WinogradOriginal,0.00035600000410340726,8
WinogradScaled,0.0007468999974662438,8
StrassenNaiv,0.0009938000002875924,8
III.3 Sequential Block,0.0003296999930171296,8
IV.3 Sequential Block,0.0003215000033378601,8
V.3 Sequential Block,0.0003192000003764406,8
V.4 Parallel Block,1.9800005247816443e-05,8
