Algoritmo,Tiempo en segundos
NaivOnArray,1.2079939999966882,128
NaivLoopUnrollingTwo,0.769051600000239,128
NaivLoopUnrollingFour,0.7189489000011235,128
WinogradOriginal,1.0761935999908019,128
WinogradScaled,2.510233799999696,128
StrassenNaiv,2.4719049999985145,128
III.3 Sequential Block,1.2878733000106877,128
IV.3 Sequential Block,1.3312748999887845,128
V.3 Sequential Block,1.3694842999975663,128
V.4 Parallel Block,1.6549458999943454,128
